"Method" "Sim_round" "Metric" "Value" "N" "n" "p" "h"
"tvglasso" 1 "TP" 51 200 10 100 0.5
"tvglasso" 1 "FP" 10 200 10 100 0.5
"tvglasso" 1 "FN" 7 200 10 100 0.5
"tvglasso" 1 "TN" 4882 200 10 100 0.5
"tvglasso" 1 "Pre" 0.836065573770492 200 10 100 0.5
"tvglasso" 1 "TPR" 0.879310344827586 200 10 100 0.5
"tvglasso" 1 "MCC" 0.855684523806261 200 10 100 0.5
"tvglasso" 1 "FDR" 0.163934426229508 200 10 100 0.5
"tvglasso" 1 "FPR" 0.00204415372035977 200 10 100 0.5
"tvglasso" 1 "F1" 0.857142857142857 200 10 100 0.5
"tvglasso" 1 "JI" 0.75 200 10 100 0.5
"tvglasso" 1 "ED" 17 200 10 100 0.5
"tvglasso" 1 "TP" 58 200 10 100 0.5
"tvglasso" 1 "FP" 8 200 10 100 0.5
"tvglasso" 1 "FN" 9 200 10 100 0.5
"tvglasso" 1 "TN" 4875 200 10 100 0.5
"tvglasso" 1 "Pre" 0.878787878787879 200 10 100 0.5
"tvglasso" 1 "TPR" 0.865671641791045 200 10 100 0.5
"tvglasso" 1 "MCC" 0.870465275630083 200 10 100 0.5
"tvglasso" 1 "FDR" 0.121212121212121 200 10 100 0.5
"tvglasso" 1 "FPR" 0.00163833708785583 200 10 100 0.5
"tvglasso" 1 "F1" 0.87218045112782 200 10 100 0.5
"tvglasso" 1 "JI" 0.773333333333333 200 10 100 0.5
"tvglasso" 1 "ED" 17 200 10 100 0.5
"tvglasso" 1 "TP" 51 200 10 100 0.5
"tvglasso" 1 "FP" 14 200 10 100 0.5
"tvglasso" 1 "FN" 10 200 10 100 0.5
"tvglasso" 1 "TN" 4875 200 10 100 0.5
"tvglasso" 1 "Pre" 0.784615384615385 200 10 100 0.5
"tvglasso" 1 "TPR" 0.836065573770492 200 10 100 0.5
"tvglasso" 1 "MCC" 0.807488375190129 200 10 100 0.5
"tvglasso" 1 "FDR" 0.215384615384615 200 10 100 0.5
"tvglasso" 1 "FPR" 0.00286357128247085 200 10 100 0.5
"tvglasso" 1 "F1" 0.80952380952381 200 10 100 0.5
"tvglasso" 1 "JI" 0.68 200 10 100 0.5
"tvglasso" 1 "ED" 24 200 10 100 0.5
"tvglasso" 1 "TP" 56 200 10 100 0.5
"tvglasso" 1 "FP" 9 200 10 100 0.5
"tvglasso" 1 "FN" 9 200 10 100 0.5
"tvglasso" 1 "TN" 4876 200 10 100 0.5
"tvglasso" 1 "Pre" 0.861538461538462 200 10 100 0.5
"tvglasso" 1 "TPR" 0.861538461538462 200 10 100 0.5
"tvglasso" 1 "MCC" 0.85969608692229 200 10 100 0.5
"tvglasso" 1 "FDR" 0.138461538461538 200 10 100 0.5
"tvglasso" 1 "FPR" 0.00184237461617195 200 10 100 0.5
"tvglasso" 1 "F1" 0.861538461538462 200 10 100 0.5
"tvglasso" 1 "JI" 0.756756756756757 200 10 100 0.5
"tvglasso" 1 "ED" 18 200 10 100 0.5
"tvglasso" 1 "TP" 53 200 10 100 0.5
"tvglasso" 1 "FP" 12 200 10 100 0.5
"tvglasso" 1 "FN" 10 200 10 100 0.5
"tvglasso" 1 "TN" 4875 200 10 100 0.5
"tvglasso" 1 "Pre" 0.815384615384615 200 10 100 0.5
"tvglasso" 1 "TPR" 0.841269841269841 200 10 100 0.5
"tvglasso" 1 "MCC" 0.825977718391113 200 10 100 0.5
"tvglasso" 1 "FDR" 0.184615384615385 200 10 100 0.5
"tvglasso" 1 "FPR" 0.00245549416820135 200 10 100 0.5
"tvglasso" 1 "F1" 0.828125 200 10 100 0.5
"tvglasso" 1 "JI" 0.706666666666667 200 10 100 0.5
"tvglasso" 1 "ED" 22 200 10 100 0.5
"tvglasso" 1 "TP" 53 200 10 100 0.5
"tvglasso" 1 "FP" 12 200 10 100 0.5
"tvglasso" 1 "FN" 8 200 10 100 0.5
"tvglasso" 1 "TN" 4877 200 10 100 0.5
"tvglasso" 1 "Pre" 0.815384615384615 200 10 100 0.5
"tvglasso" 1 "TPR" 0.868852459016393 200 10 100 0.5
"tvglasso" 1 "MCC" 0.839659874131241 200 10 100 0.5
"tvglasso" 1 "FDR" 0.184615384615385 200 10 100 0.5
"tvglasso" 1 "FPR" 0.0024544896706893 200 10 100 0.5
"tvglasso" 1 "F1" 0.841269841269841 200 10 100 0.5
"tvglasso" 1 "JI" 0.726027397260274 200 10 100 0.5
"tvglasso" 1 "ED" 20 200 10 100 0.5
"tvglasso" 1 "TP" 51 200 10 100 0.5
