"Method" "Sim_round" "Metric" "Value" "N" "n" "p" "h"
"tvglasso" 1 "TP" 30 200 100 100 0.01
"tvglasso" 1 "FP" 2 200 100 100 0.01
"tvglasso" 1 "FN" 28 200 100 100 0.01
"tvglasso" 1 "TN" 4890 200 100 100 0.01
"tvglasso" 1 "Pre" 0.9375 200 100 100 0.01
"tvglasso" 1 "TPR" 0.517241379310345 200 100 100 0.01
"tvglasso" 1 "MCC" 0.693965413178193 200 100 100 0.01
"tvglasso" 1 "FDR" 0.0625 200 100 100 0.01
"tvglasso" 1 "FPR" 0.000408830744071954 200 100 100 0.01
"tvglasso" 1 "F1" 0.666666666666667 200 100 100 0.01
"tvglasso" 1 "JI" 0.5 200 100 100 0.01
"tvglasso" 1 "ED" 30 200 100 100 0.01
"tvglasso" 1 "TP" 60 200 100 100 0.01
"tvglasso" 1 "FP" 10 200 100 100 0.01
"tvglasso" 1 "FN" 7 200 100 100 0.01
"tvglasso" 1 "TN" 4873 200 100 100 0.01
"tvglasso" 1 "Pre" 0.857142857142857 200 100 100 0.01
"tvglasso" 1 "TPR" 0.895522388059702 200 100 100 0.01
"tvglasso" 1 "MCC" 0.874387576513354 200 100 100 0.01
"tvglasso" 1 "FDR" 0.142857142857143 200 100 100 0.01
"tvglasso" 1 "FPR" 0.00204792135981978 200 100 100 0.01
"tvglasso" 1 "F1" 0.875912408759124 200 100 100 0.01
"tvglasso" 1 "JI" 0.779220779220779 200 100 100 0.01
"tvglasso" 1 "ED" 17 200 100 100 0.01
"tvglasso" 1 "TP" 55 200 100 100 0.01
"tvglasso" 1 "FP" 17 200 100 100 0.01
"tvglasso" 1 "FN" 2 200 100 100 0.01
"tvglasso" 1 "TN" 4876 200 100 100 0.01
"tvglasso" 1 "Pre" 0.763888888888889 200 100 100 0.01
"tvglasso" 1 "TPR" 0.964912280701754 200 100 100 0.01
"tvglasso" 1 "MCC" 0.856759918691043 200 100 100 0.01
"tvglasso" 1 "FDR" 0.236111111111111 200 100 100 0.01
"tvglasso" 1 "FPR" 0.00347435111383609 200 100 100 0.01
"tvglasso" 1 "F1" 0.852713178294574 200 100 100 0.01
"tvglasso" 1 "JI" 0.743243243243243 200 100 100 0.01
"tvglasso" 1 "ED" 19 200 100 100 0.01
"tvglasso" 1 "TP" 56 200 100 100 0.01
"tvglasso" 1 "FP" 26 200 100 100 0.01
"tvglasso" 1 "FN" 6 200 100 100 0.01
"tvglasso" 1 "TN" 4862 200 100 100 0.01
"tvglasso" 1 "Pre" 0.682926829268293 200 100 100 0.01
