"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 70 200 50 100
"glasso" 1 "TN" 4866 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.102564102564103 200 50 100
"glasso" 1 "MCC" 0.237628446402902 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00123152709359606 200 50 100
"glasso" 1 "F1" 0.173913043478261 200 50 100
"glasso" 1 "JI" 0.0952380952380952 200 50 100
"glasso" 1 "ED" 76 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 70 200 50 100
"glasso" 1 "TN" 4866 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.102564102564103 200 50 100
"glasso" 1 "MCC" 0.237628446402902 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00123152709359606 200 50 100
"glasso" 1 "F1" 0.173913043478261 200 50 100
"glasso" 1 "JI" 0.0952380952380952 200 50 100
"glasso" 1 "ED" 76 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 69 200 50 100
"glasso" 1 "TN" 4867 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.103896103896104 200 50 100
"glasso" 1 "MCC" 0.239228912081317 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00123127436897189 200 50 100
"glasso" 1 "F1" 0.175824175824176 200 50 100
"glasso" 1 "JI" 0.0963855421686747 200 50 100
"glasso" 1 "ED" 75 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 68 200 50 100
"glasso" 1 "TN" 4868 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.105263157894737 200 50 100
"glasso" 1 "MCC" 0.240860443333075 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00123102174805088 200 50 100
"glasso" 1 "F1" 0.177777777777778 200 50 100
"glasso" 1 "JI" 0.0975609756097561 200 50 100
"glasso" 1 "ED" 74 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 67 200 50 100
"glasso" 1 "TN" 4869 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.106666666666667 200 50 100
"glasso" 1 "MCC" 0.242524069686045 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00123076923076923 200 50 100
"glasso" 1 "F1" 0.179775280898876 200 50 100
"glasso" 1 "JI" 0.0987654320987654 200 50 100
"glasso" 1 "ED" 73 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 64 200 50 100
"glasso" 1 "TN" 4872 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.111111111111111 200 50 100
"glasso" 1 "MCC" 0.247718559884693 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.001230012300123 200 50 100
"glasso" 1 "F1" 0.186046511627907 200 50 100
"glasso" 1 "JI" 0.102564102564103 200 50 100
"glasso" 1 "ED" 70 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 61 200 50 100
"glasso" 1 "TN" 4875 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.115942028985507 200 50 100
"glasso" 1 "MCC" 0.253243981528826 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122925629993854 200 50 100
"glasso" 1 "F1" 0.192771084337349 200 50 100
"glasso" 1 "JI" 0.106666666666667 200 50 100
"glasso" 1 "ED" 67 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 62 200 50 100
"glasso" 1 "TN" 4874 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.114285714285714 200 50 100
"glasso" 1 "MCC" 0.251363228088608 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122950819672131 200 50 100
"glasso" 1 "F1" 0.19047619047619 200 50 100
"glasso" 1 "JI" 0.105263157894737 200 50 100
"glasso" 1 "ED" 68 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 58 200 50 100
"glasso" 1 "TN" 4878 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.121212121212121 200 50 100
"glasso" 1 "MCC" 0.25913743923164 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122850122850123 200 50 100
"glasso" 1 "F1" 0.2 200 50 100
"glasso" 1 "JI" 0.111111111111111 200 50 100
"glasso" 1 "ED" 64 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 58 200 50 100
"glasso" 1 "TN" 4878 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.121212121212121 200 50 100
"glasso" 1 "MCC" 0.25913743923164 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122850122850123 200 50 100
"glasso" 1 "F1" 0.2 200 50 100
"glasso" 1 "JI" 0.111111111111111 200 50 100
"glasso" 1 "ED" 64 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 57 200 50 100
"glasso" 1 "TN" 4879 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.123076923076923 200 50 100
"glasso" 1 "MCC" 0.261190979480009 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122824974411464 200 50 100
"glasso" 1 "F1" 0.20253164556962 200 50 100
"glasso" 1 "JI" 0.112676056338028 200 50 100
"glasso" 1 "ED" 63 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 56 200 50 100
"glasso" 1 "TN" 4880 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.125 200 50 100
"glasso" 1 "MCC" 0.263291924749897 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122799836266885 200 50 100
"glasso" 1 "F1" 0.205128205128205 200 50 100
"glasso" 1 "JI" 0.114285714285714 200 50 100
"glasso" 1 "ED" 62 200 50 100
"glasso" 1 "TP" 8 200 50 100
"glasso" 1 "FP" 6 200 50 100
"glasso" 1 "FN" 56 200 50 100
"glasso" 1 "TN" 4880 200 50 100
"glasso" 1 "Pre" 0.571428571428571 200 50 100
"glasso" 1 "TPR" 0.125 200 50 100
"glasso" 1 "MCC" 0.263291924749897 200 50 100
"glasso" 1 "FDR" 0.428571428571429 200 50 100
"glasso" 1 "FPR" 0.00122799836266885 200 50 100
