"Method" "Sim_round" "Metric" "Value" "N" "n" "p" "h"
"tvglasso" 1 "TP" 85 200 50 100 0.01
"tvglasso" 1 "FP" 75 200 50 100 0.01
"tvglasso" 1 "FN" 12 200 50 100 0.01
"tvglasso" 1 "TN" 4778 200 50 100 0.01
"tvglasso" 1 "Pre" 0.53125 200 50 100 0.01
"tvglasso" 1 "TPR" 0.876288659793814 200 50 100 0.01
"tvglasso" 1 "MCC" 0.674656686124978 200 50 100 0.01
"tvglasso" 1 "FDR" 0.46875 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0154543581289924 200 50 100 0.01
"tvglasso" 1 "F1" 0.66147859922179 200 50 100 0.01
"tvglasso" 1 "JI" 0.494186046511628 200 50 100 0.01
"tvglasso" 1 "ED" 87 200 50 100 0.01
"tvglasso" 1 "TP" 93 200 50 100 0.01
"tvglasso" 1 "FP" 59 200 50 100 0.01
"tvglasso" 1 "FN" 6 200 50 100 0.01
"tvglasso" 1 "TN" 4792 200 50 100 0.01
"tvglasso" 1 "Pre" 0.611842105263158 200 50 100 0.01
"tvglasso" 1 "TPR" 0.939393939393939 200 50 100 0.01
"tvglasso" 1 "MCC" 0.752435877466503 200 50 100 0.01
"tvglasso" 1 "FDR" 0.388157894736842 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0121624407338693 200 50 100 0.01
"tvglasso" 1 "F1" 0.741035856573705 200 50 100 0.01
"tvglasso" 1 "JI" 0.588607594936709 200 50 100 0.01
"tvglasso" 1 "ED" 65 200 50 100 0.01
"tvglasso" 1 "TP" 94 200 50 100 0.01
"tvglasso" 1 "FP" 64 200 50 100 0.01
"tvglasso" 1 "FN" 3 200 50 100 0.01
"tvglasso" 1 "TN" 4789 200 50 100 0.01
"tvglasso" 1 "Pre" 0.594936708860759 200 50 100 0.01
"tvglasso" 1 "TPR" 0.969072164948454 200 50 100 0.01
"tvglasso" 1 "MCC" 0.753718993529674 200 50 100 0.01
"tvglasso" 1 "FDR" 0.40506329113924 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0131877189367402 200 50 100 0.01
"tvglasso" 1 "F1" 0.737254901960784 200 50 100 0.01
"tvglasso" 1 "JI" 0.583850931677019 200 50 100 0.01
"tvglasso" 1 "ED" 67 200 50 100 0.01
"tvglasso" 1 "TP" 96 200 50 100 0.01
"tvglasso" 1 "FP" 97 200 50 100 0.01
"tvglasso" 1 "FN" 3 200 50 100 0.01
"tvglasso" 1 "TN" 4754 200 50 100 0.01
"tvglasso" 1 "Pre" 0.49740932642487 200 50 100 0.01
"tvglasso" 1 "TPR" 0.96969696969697 200 50 100 0.01
"tvglasso" 1 "MCC" 0.686870622584488 200 50 100 0.01
"tvglasso" 1 "FDR" 0.50259067357513 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0199958771387343 200 50 100 0.01
"tvglasso" 1 "F1" 0.657534246575342 200 50 100 0.01
"tvglasso" 1 "JI" 0.489795918367347 200 50 100 0.01
"tvglasso" 1 "ED" 100 200 50 100 0.01
"tvglasso" 1 "TP" 94 200 50 100 0.01
"tvglasso" 1 "FP" 76 200 50 100 0.01
"tvglasso" 1 "FN" 3 200 50 100 0.01
"tvglasso" 1 "TN" 4777 200 50 100 0.01
"tvglasso" 1 "Pre" 0.552941176470588 200 50 100 0.01
"tvglasso" 1 "TPR" 0.969072164948454 200 50 100 0.01
"tvglasso" 1 "MCC" 0.725659864136551 200 50 100 0.01
"tvglasso" 1 "FDR" 0.447058823529412 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0156604162373789 200 50 100 0.01
"tvglasso" 1 "F1" 0.704119850187266 200 50 100 0.01
"tvglasso" 1 "JI" 0.543352601156069 200 50 100 0.01
"tvglasso" 1 "ED" 79 200 50 100 0.01
"tvglasso" 1 "TP" 95 200 50 100 0.01
"tvglasso" 1 "FP" 86 200 50 100 0.01
"tvglasso" 1 "FN" 4 200 50 100 0.01
"tvglasso" 1 "TN" 4765 200 50 100 0.01
"tvglasso" 1 "Pre" 0.524861878453039 200 50 100 0.01
"tvglasso" 1 "TPR" 0.95959595959596 200 50 100 0.01
"tvglasso" 1 "MCC" 0.702538565147386 200 50 100 0.01
"tvglasso" 1 "FDR" 0.475138121546961 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0177283034425892 200 50 100 0.01
"tvglasso" 1 "F1" 0.678571428571429 200 50 100 0.01
"tvglasso" 1 "JI" 0.513513513513513 200 50 100 0.01
"tvglasso" 1 "ED" 90 200 50 100 0.01
"tvglasso" 1 "TP" 92 200 50 100 0.01
"tvglasso" 1 "FP" 64 200 50 100 0.01
"tvglasso" 1 "FN" 5 200 50 100 0.01
"tvglasso" 1 "TN" 4789 200 50 100 0.01
"tvglasso" 1 "Pre" 0.58974358974359 200 50 100 0.01
"tvglasso" 1 "TPR" 0.948453608247423 200 50 100 0.01
"tvglasso" 1 "MCC" 0.742018603747354 200 50 100 0.01
"tvglasso" 1 "FDR" 0.41025641025641 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0131877189367402 200 50 100 0.01
"tvglasso" 1 "F1" 0.727272727272727 200 50 100 0.01
"tvglasso" 1 "JI" 0.571428571428571 200 50 100 0.01
"tvglasso" 1 "ED" 69 200 50 100 0.01
"tvglasso" 1 "TP" 92 200 50 100 0.01
"tvglasso" 1 "FP" 87 200 50 100 0.01
"tvglasso" 1 "FN" 7 200 50 100 0.01
"tvglasso" 1 "TN" 4764 200 50 100 0.01
"tvglasso" 1 "Pre" 0.513966480446927 200 50 100 0.01
"tvglasso" 1 "TPR" 0.929292929292929 200 50 100 0.01
"tvglasso" 1 "MCC" 0.683425613214048 200 50 100 0.01
"tvglasso" 1 "FDR" 0.486033519553073 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0179344465058751 200 50 100 0.01
"tvglasso" 1 "F1" 0.661870503597122 200 50 100 0.01
"tvglasso" 1 "JI" 0.494623655913978 200 50 100 0.01
"tvglasso" 1 "ED" 94 200 50 100 0.01
"tvglasso" 1 "TP" 92 200 50 100 0.01
"tvglasso" 1 "FP" 88 200 50 100 0.01
"tvglasso" 1 "FN" 5 200 50 100 0.01
"tvglasso" 1 "TN" 4765 200 50 100 0.01
"tvglasso" 1 "Pre" 0.511111111111111 200 50 100 0.01
"tvglasso" 1 "TPR" 0.948453608247423 200 50 100 0.01
"tvglasso" 1 "MCC" 0.688855545832894 200 50 100 0.01
"tvglasso" 1 "FDR" 0.488888888888889 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0181331135380177 200 50 100 0.01
"tvglasso" 1 "F1" 0.664259927797834 200 50 100 0.01
"tvglasso" 1 "JI" 0.497297297297297 200 50 100 0.01
"tvglasso" 1 "ED" 93 200 50 100 0.01
"tvglasso" 1 "TP" 97 200 50 100 0.01
"tvglasso" 1 "FP" 116 200 50 100 0.01
"tvglasso" 1 "FN" 2 200 50 100 0.01
"tvglasso" 1 "TN" 4735 200 50 100 0.01
"tvglasso" 1 "Pre" 0.455399061032864 200 50 100 0.01
"tvglasso" 1 "TPR" 0.97979797979798 200 50 100 0.01
"tvglasso" 1 "MCC" 0.659473823542837 200 50 100 0.01
"tvglasso" 1 "FDR" 0.544600938967136 200 50 100 0.01
"tvglasso" 1 "FPR" 0.0239125953411668 200 50 100 0.01
"tvglasso" 1 "F1" 0.621794871794872 200 50 100 0.01
"tvglasso" 1 "JI" 0.451162790697674 200 50 100 0.01
"tvglasso" 1 "ED" 118 200 50 100 0.01
"tvglasso" 1 "TP" 96 200 50 100 0.01
"tvglasso" 1 "FP" 100 200 50 100 0.01
