"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 51 200 10 100
"glasso" 1 "FP" 1150 200 10 100
"glasso" 1 "FN" 46 200 10 100
"glasso" 1 "TN" 3703 200 10 100
"glasso" 1 "Pre" 0.0424646128226478 200 10 100
"glasso" 1 "TPR" 0.525773195876289 200 10 100
"glasso" 1 "MCC" 0.0933831584293363 200 10 100
"glasso" 1 "FDR" 0.957535387177352 200 10 100
"glasso" 1 "FPR" 0.23696682464455 200 10 100
"glasso" 1 "F1" 0.0785824345146379 200 10 100
"glasso" 1 "JI" 0.0408981555733761 200 10 100
"glasso" 1 "ED" 1196 200 10 100
"glasso" 1 "TP" 60 200 10 100
"glasso" 1 "FP" 1133 200 10 100
"glasso" 1 "FN" 39 200 10 100
"glasso" 1 "TN" 3718 200 10 100
"glasso" 1 "Pre" 0.0502933780385583 200 10 100
"glasso" 1 "TPR" 0.606060606060606 200 10 100
"glasso" 1 "MCC" 0.121932448026711 200 10 100
"glasso" 1 "FDR" 0.949706621961442 200 10 100
"glasso" 1 "FPR" 0.233560090702948 200 10 100
"glasso" 1 "F1" 0.0928792569659443 200 10 100
"glasso" 1 "JI" 0.0487012987012987 200 10 100
"glasso" 1 "ED" 1172 200 10 100
"glasso" 1 "TP" 66 200 10 100
"glasso" 1 "FP" 1150 200 10 100
"glasso" 1 "FN" 31 200 10 100
"glasso" 1 "TN" 3703 200 10 100
"glasso" 1 "Pre" 0.0542763157894737 200 10 100
"glasso" 1 "TPR" 0.680412371134021 200 10 100
"glasso" 1 "MCC" 0.142783283901878 200 10 100
"glasso" 1 "FDR" 0.945723684210526 200 10 100
"glasso" 1 "FPR" 0.23696682464455 200 10 100
"glasso" 1 "F1" 0.100533130236101 200 10 100
"glasso" 1 "JI" 0.0529270248596632 200 10 100
"glasso" 1 "ED" 1181 200 10 100
"glasso" 1 "TP" 66 200 10 100
"glasso" 1 "FP" 1110 200 10 100
"glasso" 1 "FN" 33 200 10 100
"glasso" 1 "TN" 3741 200 10 100
"glasso" 1 "Pre" 0.0561224489795918 200 10 100
"glasso" 1 "TPR" 0.666666666666667 200 10 100
"glasso" 1 "MCC" 0.144029636163995 200 10 100
"glasso" 1 "FDR" 0.943877551020408 200 10 100
"glasso" 1 "FPR" 0.228818800247372 200 10 100
"glasso" 1 "F1" 0.103529411764706 200 10 100
"glasso" 1 "JI" 0.054590570719603 200 10 100
"glasso" 1 "ED" 1143 200 10 100
"glasso" 1 "TP" 59 200 10 100
"glasso" 1 "FP" 1151 200 10 100
"glasso" 1 "FN" 38 200 10 100
"glasso" 1 "TN" 3702 200 10 100
"glasso" 1 "Pre" 0.0487603305785124 200 10 100
"glasso" 1 "TPR" 0.608247422680412 200 10 100
"glasso" 1 "MCC" 0.119680579719534 200 10 100
"glasso" 1 "FDR" 0.951239669421488 200 10 100
"glasso" 1 "FPR" 0.237172882752936 200 10 100
"glasso" 1 "F1" 0.090283091048202 200 10 100
"glasso" 1 "JI" 0.047275641025641 200 10 100
"glasso" 1 "ED" 1189 200 10 100
"glasso" 1 "TP" 49 200 10 100
"glasso" 1 "FP" 1155 200 10 100
"glasso" 1 "FN" 50 200 10 100
"glasso" 1 "TN" 3696 200 10 100
"glasso" 1 "Pre" 0.0406976744186047 200 10 100
"glasso" 1 "TPR" 0.494949494949495 200 10 100
"glasso" 1 "MCC" 0.0838152167253004 200 10 100
"glasso" 1 "FDR" 0.959302325581395 200 10 100
"glasso" 1 "FPR" 0.238095238095238 200 10 100
"glasso" 1 "F1" 0.0752110514198005 200 10 100
"glasso" 1 "JI" 0.0390749601275917 200 10 100
