"Method" "Sim_round" "Metric" "Value" "N" "n" "p" "h"
"tvglasso" 1 "TP" 81 200 10 100 0.01
"tvglasso" 1 "FP" 1732 200 10 100 0.01
"tvglasso" 1 "FN" 67 200 10 100 0.01
"tvglasso" 1 "TN" 3070 200 10 100 0.01
"tvglasso" 1 "Pre" 0.0446773303916161 200 10 100 0.01
"tvglasso" 1 "TPR" 0.547297297297297 200 10 100 0.01
"tvglasso" 1 "MCC" 0.065967583361715 200 10 100 0.01
"tvglasso" 1 "FDR" 0.955322669608384 200 10 100 0.01
"tvglasso" 1 "FPR" 0.360683048729696 200 10 100 0.01
"tvglasso" 1 "F1" 0.082610912799592 200 10 100 0.01
"tvglasso" 1 "JI" 0.0430851063829787 200 10 100 0.01
"tvglasso" 1 "ED" 1799 200 10 100 0.01
"tvglasso" 1 "TP" 9 200 10 100 0.01
"tvglasso" 1 "FP" 33 200 10 100 0.01
"tvglasso" 1 "FN" 139 200 10 100 0.01
"tvglasso" 1 "TN" 4769 200 10 100 0.01
"tvglasso" 1 "Pre" 0.214285714285714 200 10 100 0.01
"tvglasso" 1 "TPR" 0.0608108108108108 200 10 100 0.01
"tvglasso" 1 "MCC" 0.100153303939999 200 10 100 0.01
"tvglasso" 1 "FDR" 0.785714285714286 200 10 100 0.01
"tvglasso" 1 "FPR" 0.00687213660974594 200 10 100 0.01
"tvglasso" 1 "F1" 0.0947368421052632 200 10 100 0.01
"tvglasso" 1 "JI" 0.0497237569060773 200 10 100 0.01
"tvglasso" 1 "ED" 172 200 10 100 0.01
"tvglasso" 1 "TP" 6 200 10 100 0.01
"tvglasso" 1 "FP" 14 200 10 100 0.01
"tvglasso" 1 "FN" 142 200 10 100 0.01
"tvglasso" 1 "TN" 4788 200 10 100 0.01
"tvglasso" 1 "Pre" 0.3 200 10 100 0.01
"tvglasso" 1 "TPR" 0.0405405405405405 200 10 100 0.01
"tvglasso" 1 "MCC" 0.101013869992381 200 10 100 0.01
"tvglasso" 1 "FDR" 0.7 200 10 100 0.01
"tvglasso" 1 "FPR" 0.00291545189504373 200 10 100 0.01
"tvglasso" 1 "F1" 0.0714285714285714 200 10 100 0.01
"tvglasso" 1 "JI" 0.037037037037037 200 10 100 0.01
"tvglasso" 1 "ED" 156 200 10 100 0.01
"tvglasso" 1 "TP" 6 200 10 100 0.01
"tvglasso" 1 "FP" 15 200 10 100 0.01
"tvglasso" 1 "FN" 142 200 10 100 0.01
"tvglasso" 1 "TN" 4787 200 10 100 0.01
"tvglasso" 1 "Pre" 0.285714285714286 200 10 100 0.01
"tvglasso" 1 "TPR" 0.0405405405405405 200 10 100 0.01
"tvglasso" 1 "MCC" 0.0980437717194227 200 10 100 0.01
"tvglasso" 1 "FDR" 0.714285714285714 200 10 100 0.01
"tvglasso" 1 "FPR" 0.00312369845897543 200 10 100 0.01
"tvglasso" 1 "F1" 0.0710059171597633 200 10 100 0.01
"tvglasso" 1 "JI" 0.0368098159509202 200 10 100 0.01
"tvglasso" 1 "ED" 157 200 10 100 0.01
"tvglasso" 1 "TP" 6 200 10 100 0.01
"tvglasso" 1 "FP" 8 200 10 100 0.01
"tvglasso" 1 "FN" 142 200 10 100 0.01
"tvglasso" 1 "TN" 4794 200 10 100 0.01
