"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 95 200 10 100
"glasso" 1 "FP" 18 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.84070796460177 200 10 100
"glasso" 1 "TPR" 0.989583333333333 200 10 100
"glasso" 1 "MCC" 0.910290716405833 200 10 100
"glasso" 1 "FDR" 0.15929203539823 200 10 100
"glasso" 1 "FPR" 0.00370828182941904 200 10 100
"glasso" 1 "F1" 0.909090909090909 200 10 100
"glasso" 1 "JI" 0.833333333333333 200 10 100
"glasso" 1 "ED" 19 200 10 100
"glasso" 1 "TP" 97 200 10 100
"glasso" 1 "FP" 16 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.858407079646018 200 10 100
"glasso" 1 "TPR" 0.989795918367347 200 10 100
"glasso" 1 "MCC" 0.920115853705665 200 10 100
"glasso" 1 "FDR" 0.141592920353982 200 10 100
"glasso" 1 "FPR" 0.00329760923330585 200 10 100
"glasso" 1 "F1" 0.919431279620853 200 10 100
"glasso" 1 "JI" 0.850877192982456 200 10 100
"glasso" 1 "ED" 17 200 10 100
"glasso" 1 "TP" 94 200 10 100
"glasso" 1 "FP" 19 200 10 100
"glasso" 1 "FN" 0 200 10 100
"glasso" 1 "TN" 4837 200 10 100
"glasso" 1 "Pre" 0.831858407079646 200 10 100
"glasso" 1 "TPR" 1 200 10 100
"glasso" 1 "MCC" 0.910276665023992 200 10 100
"glasso" 1 "FDR" 0.168141592920354 200 10 100
"glasso" 1 "FPR" 0.00391268533772652 200 10 100
"glasso" 1 "F1" 0.908212560386473 200 10 100
"glasso" 1 "JI" 0.831858407079646 200 10 100
"glasso" 1 "ED" 19 200 10 100
"glasso" 1 "TP" 96 200 10 100
"glasso" 1 "FP" 17 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.849557522123894 200 10 100
"glasso" 1 "TPR" 0.989690721649485 200 10 100
"glasso" 1 "MCC" 0.915215451853416 200 10 100
"glasso" 1 "FDR" 0.150442477876106 200 10 100
"glasso" 1 "FPR" 0.00350298784257161 200 10 100
"glasso" 1 "F1" 0.914285714285714 200 10 100
"glasso" 1 "JI" 0.842105263157895 200 10 100
"glasso" 1 "ED" 18 200 10 100
"glasso" 1 "TP" 94 200 10 100
"glasso" 1 "FP" 19 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.831858407079646 200 10 100
"glasso" 1 "TPR" 0.989473684210526 200 10 100
"glasso" 1 "MCC" 0.905341249345987 200 10 100
"glasso" 1 "FDR" 0.168141592920354 200 10 100
"glasso" 1 "FPR" 0.003913491246138 200 10 100
"glasso" 1 "F1" 0.903846153846154 200 10 100
"glasso" 1 "JI" 0.824561403508772 200 10 100
"glasso" 1 "ED" 20 200 10 100
"glasso" 1 "TP" 96 200 10 100
"glasso" 1 "FP" 17 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.849557522123894 200 10 100
"glasso" 1 "TPR" 0.989690721649485 200 10 100
"glasso" 1 "MCC" 0.915215451853416 200 10 100
"glasso" 1 "FDR" 0.150442477876106 200 10 100
"glasso" 1 "FPR" 0.00350298784257161 200 10 100
"glasso" 1 "F1" 0.914285714285714 200 10 100
"glasso" 1 "JI" 0.842105263157895 200 10 100
"glasso" 1 "ED" 18 200 10 100
"glasso" 1 "TP" 95 200 10 100
"glasso" 1 "FP" 18 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.84070796460177 200 10 100
"glasso" 1 "TPR" 0.989583333333333 200 10 100
"glasso" 1 "MCC" 0.910290716405833 200 10 100
"glasso" 1 "FDR" 0.15929203539823 200 10 100
"glasso" 1 "FPR" 0.00370828182941904 200 10 100
"glasso" 1 "F1" 0.909090909090909 200 10 100
"glasso" 1 "JI" 0.833333333333333 200 10 100
"glasso" 1 "ED" 19 200 10 100
"glasso" 1 "TP" 97 200 10 100
"glasso" 1 "FP" 16 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.858407079646018 200 10 100
"glasso" 1 "TPR" 0.989795918367347 200 10 100
"glasso" 1 "MCC" 0.920115853705665 200 10 100
"glasso" 1 "FDR" 0.141592920353982 200 10 100
"glasso" 1 "FPR" 0.00329760923330585 200 10 100
"glasso" 1 "F1" 0.919431279620853 200 10 100
"glasso" 1 "JI" 0.850877192982456 200 10 100
"glasso" 1 "ED" 17 200 10 100
"glasso" 1 "TP" 94 200 10 100
"glasso" 1 "FP" 19 200 10 100
"glasso" 1 "FN" 1 200 10 100
"glasso" 1 "TN" 4836 200 10 100
"glasso" 1 "Pre" 0.831858407079646 200 10 100
"glasso" 1 "TPR" 0.989473684210526 200 10 100
"glasso" 1 "MCC" 0.905341249345987 200 10 100
"glasso" 1 "FDR" 0.168141592920354 200 10 100
"glasso" 1 "FPR" 0.003913491246138 200 10 100
