"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 57 200 50 100
"glasso" 1 "FP" 16 200 50 100
"glasso" 1 "FN" 1 200 50 100
"glasso" 1 "TN" 4876 200 50 100
"glasso" 1 "Pre" 0.780821917808219 200 50 100
"glasso" 1 "TPR" 0.982758620689655 200 50 100
"glasso" 1 "MCC" 0.874416857505193 200 50 100
"glasso" 1 "FDR" 0.219178082191781 200 50 100
"glasso" 1 "FPR" 0.00327064595257563 200 50 100
"glasso" 1 "F1" 0.870229007633588 200 50 100
"glasso" 1 "JI" 0.77027027027027 200 50 100
"glasso" 1 "ED" 17 200 50 100
"glasso" 1 "TP" 64 200 50 100
"glasso" 1 "FP" 9 200 50 100
"glasso" 1 "FN" 1 200 50 100
"glasso" 1 "TN" 4876 200 50 100
"glasso" 1 "Pre" 0.876712328767123 200 50 100
"glasso" 1 "TPR" 0.984615384615385 200 50 100
"glasso" 1 "MCC" 0.928120521513128 200 50 100
"glasso" 1 "FDR" 0.123287671232877 200 50 100
"glasso" 1 "FPR" 0.00184237461617195 200 50 100
"glasso" 1 "F1" 0.927536231884058 200 50 100
"glasso" 1 "JI" 0.864864864864865 200 50 100
"glasso" 1 "ED" 10 200 50 100
"glasso" 1 "TP" 51 200 50 100
"glasso" 1 "FP" 22 200 50 100
"glasso" 1 "FN" 1 200 50 100
"glasso" 1 "TN" 4876 200 50 100
"glasso" 1 "Pre" 0.698630136986301 200 50 100
"glasso" 1 "TPR" 0.980769230769231 200 50 100
"glasso" 1 "MCC" 0.825746192572827 200 50 100
"glasso" 1 "FDR" 0.301369863013699 200 50 100
"glasso" 1 "FPR" 0.00449162923642303 200 50 100
"glasso" 1 "F1" 0.816 200 50 100
"glasso" 1 "JI" 0.689189189189189 200 50 100
"glasso" 1 "ED" 23 200 50 100
"glasso" 1 "TP" 61 200 50 100
"glasso" 1 "FP" 12 200 50 100
"glasso" 1 "FN" 1 200 50 100
"glasso" 1 "TN" 4876 200 50 100
"glasso" 1 "Pre" 0.835616438356164 200 50 100
"glasso" 1 "TPR" 0.983870967741935 200 50 100
"glasso" 1 "MCC" 0.905475614695511 200 50 100
"glasso" 1 "FDR" 0.164383561643836 200 50 100
"glasso" 1 "FPR" 0.00245499181669394 200 50 100
"glasso" 1 "F1" 0.903703703703704 200 50 100
"glasso" 1 "JI" 0.824324324324324 200 50 100
"glasso" 1 "ED" 13 200 50 100
"glasso" 1 "TP" 55 200 50 100
"glasso" 1 "FP" 18 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.753424657534247 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.866402994032419 200 50 100
"glasso" 1 "FDR" 0.246575342465753 200 50 100
"glasso" 1 "FPR" 0.00367722165474974 200 50 100
"glasso" 1 "F1" 0.859375 200 50 100
"glasso" 1 "JI" 0.753424657534247 200 50 100
"glasso" 1 "ED" 18 200 50 100
"glasso" 1 "TP" 59 200 50 100
"glasso" 1 "FP" 14 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.808219178082192 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.897722524638017 200 50 100
"glasso" 1 "FDR" 0.191780821917808 200 50 100
"glasso" 1 "FPR" 0.00286240032713147 200 50 100
"glasso" 1 "F1" 0.893939393939394 200 50 100
"glasso" 1 "JI" 0.808219178082192 200 50 100
"glasso" 1 "ED" 14 200 50 100
"glasso" 1 "TP" 55 200 50 100
"glasso" 1 "FP" 18 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.753424657534247 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.866402994032419 200 50 100
"glasso" 1 "FDR" 0.246575342465753 200 50 100
"glasso" 1 "FPR" 0.00367722165474974 200 50 100
"glasso" 1 "F1" 0.859375 200 50 100
"glasso" 1 "JI" 0.753424657534247 200 50 100
"glasso" 1 "ED" 18 200 50 100
"glasso" 1 "TP" 60 200 50 100
"glasso" 1 "FP" 13 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.821917808219178 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.905390938021425 200 50 100
"glasso" 1 "FDR" 0.178082191780822 200 50 100
"glasso" 1 "FPR" 0.00265848670756646 200 50 100
"glasso" 1 "F1" 0.902255639097744 200 50 100
"glasso" 1 "JI" 0.821917808219178 200 50 100
"glasso" 1 "ED" 13 200 50 100
"glasso" 1 "TP" 54 200 50 100
"glasso" 1 "FP" 19 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.73972602739726 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.858402795068719 200 50 100
"glasso" 1 "FDR" 0.26027397260274 200 50 100
"glasso" 1 "FPR" 0.00388071895424837 200 50 100
"glasso" 1 "F1" 0.850393700787402 200 50 100
"glasso" 1 "JI" 0.73972602739726 200 50 100
"glasso" 1 "ED" 19 200 50 100
"glasso" 1 "TP" 57 200 50 100
"glasso" 1 "FP" 16 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.780821917808219 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.882195356874382 200 50 100
"glasso" 1 "FDR" 0.219178082191781 200 50 100
"glasso" 1 "FPR" 0.00326997751890456 200 50 100
"glasso" 1 "F1" 0.876923076923077 200 50 100
"glasso" 1 "JI" 0.780821917808219 200 50 100
"glasso" 1 "ED" 16 200 50 100
"glasso" 1 "TP" 56 200 50 100
"glasso" 1 "FP" 17 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.767123287671233 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.874333218297715 200 50 100
"glasso" 1 "FDR" 0.232876712328767 200 50 100
"glasso" 1 "FPR" 0.00347364119329792 200 50 100
"glasso" 1 "F1" 0.868217054263566 200 50 100
"glasso" 1 "JI" 0.767123287671233 200 50 100
"glasso" 1 "ED" 17 200 50 100
"glasso" 1 "TP" 57 200 50 100
"glasso" 1 "FP" 16 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.780821917808219 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.882195356874382 200 50 100
"glasso" 1 "FDR" 0.219178082191781 200 50 100
"glasso" 1 "FPR" 0.00326997751890456 200 50 100
"glasso" 1 "F1" 0.876923076923077 200 50 100
"glasso" 1 "JI" 0.780821917808219 200 50 100
"glasso" 1 "ED" 16 200 50 100
"glasso" 1 "TP" 54 200 50 100
"glasso" 1 "FP" 19 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.73972602739726 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.858402795068719 200 50 100
"glasso" 1 "FDR" 0.26027397260274 200 50 100
"glasso" 1 "FPR" 0.00388071895424837 200 50 100
"glasso" 1 "F1" 0.850393700787402 200 50 100
"glasso" 1 "JI" 0.73972602739726 200 50 100
"glasso" 1 "ED" 19 200 50 100
"glasso" 1 "TP" 55 200 50 100
"glasso" 1 "FP" 18 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.753424657534247 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.866402994032419 200 50 100
"glasso" 1 "FDR" 0.246575342465753 200 50 100
"glasso" 1 "FPR" 0.00367722165474974 200 50 100
"glasso" 1 "F1" 0.859375 200 50 100
"glasso" 1 "JI" 0.753424657534247 200 50 100
"glasso" 1 "ED" 18 200 50 100
"glasso" 1 "TP" 52 200 50 100
"glasso" 1 "FP" 21 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.712328767123288 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.842184470876154 200 50 100
"glasso" 1 "FDR" 0.287671232876712 200 50 100
"glasso" 1 "FPR" 0.00428746427113107 200 50 100
"glasso" 1 "F1" 0.832 200 50 100
"glasso" 1 "JI" 0.712328767123288 200 50 100
"glasso" 1 "ED" 21 200 50 100
"glasso" 1 "TP" 51 200 50 100
"glasso" 1 "FP" 22 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.698630136986301 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.833962103439905 200 50 100
"glasso" 1 "FDR" 0.301369863013699 200 50 100
"glasso" 1 "FPR" 0.00449071239028373 200 50 100
"glasso" 1 "F1" 0.82258064516129 200 50 100
"glasso" 1 "JI" 0.698630136986301 200 50 100
"glasso" 1 "ED" 22 200 50 100
"glasso" 1 "TP" 54 200 50 100
"glasso" 1 "FP" 19 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.73972602739726 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.858402795068719 200 50 100
"glasso" 1 "FDR" 0.26027397260274 200 50 100
"glasso" 1 "FPR" 0.00388071895424837 200 50 100
"glasso" 1 "F1" 0.850393700787402 200 50 100
"glasso" 1 "JI" 0.73972602739726 200 50 100
"glasso" 1 "ED" 19 200 50 100
"glasso" 1 "TP" 50 200 50 100
"glasso" 1 "FP" 23 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.684931506849315 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.825661263609556 200 50 100
"glasso" 1 "FDR" 0.315068493150685 200 50 100
"glasso" 1 "FPR" 0.00469387755102041 200 50 100
"glasso" 1 "F1" 0.813008130081301 200 50 100
"glasso" 1 "JI" 0.684931506849315 200 50 100
"glasso" 1 "ED" 23 200 50 100
"glasso" 1 "TP" 49 200 50 100
"glasso" 1 "FP" 24 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.671232876712329 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.817279558227088 200 50 100
"glasso" 1 "FDR" 0.328767123287671 200 50 100
"glasso" 1 "FPR" 0.00489695980412161 200 50 100
"glasso" 1 "F1" 0.80327868852459 200 50 100
"glasso" 1 "JI" 0.671232876712329 200 50 100
"glasso" 1 "ED" 24 200 50 100
"glasso" 1 "TP" 52 200 50 100
"glasso" 1 "FP" 21 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.712328767123288 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.842184470876154 200 50 100
"glasso" 1 "FDR" 0.287671232876712 200 50 100
"glasso" 1 "FPR" 0.00428746427113107 200 50 100
"glasso" 1 "F1" 0.832 200 50 100
"glasso" 1 "JI" 0.712328767123288 200 50 100
"glasso" 1 "ED" 21 200 50 100
"glasso" 1 "TP" 51 200 50 100
"glasso" 1 "FP" 22 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.698630136986301 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.833962103439905 200 50 100
"glasso" 1 "FDR" 0.301369863013699 200 50 100
"glasso" 1 "FPR" 0.00449071239028373 200 50 100
"glasso" 1 "F1" 0.82258064516129 200 50 100
"glasso" 1 "JI" 0.698630136986301 200 50 100
"glasso" 1 "ED" 22 200 50 100
"glasso" 1 "TP" 49 200 50 100
"glasso" 1 "FP" 24 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.671232876712329 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.817279558227088 200 50 100
"glasso" 1 "FDR" 0.328767123287671 200 50 100
"glasso" 1 "FPR" 0.00489695980412161 200 50 100
"glasso" 1 "F1" 0.80327868852459 200 50 100
"glasso" 1 "JI" 0.671232876712329 200 50 100
"glasso" 1 "ED" 24 200 50 100
"glasso" 1 "TP" 48 200 50 100
"glasso" 1 "FP" 25 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.657534246575342 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.808814471152063 200 50 100
"glasso" 1 "FDR" 0.342465753424658 200 50 100
"glasso" 1 "FPR" 0.0050999592003264 200 50 100
"glasso" 1 "F1" 0.793388429752066 200 50 100
"glasso" 1 "JI" 0.657534246575342 200 50 100
"glasso" 1 "ED" 25 200 50 100
"glasso" 1 "TP" 50 200 50 100
"glasso" 1 "FP" 23 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.684931506849315 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.825661263609556 200 50 100
"glasso" 1 "FDR" 0.315068493150685 200 50 100
"glasso" 1 "FPR" 0.00469387755102041 200 50 100
"glasso" 1 "F1" 0.813008130081301 200 50 100
"glasso" 1 "JI" 0.684931506849315 200 50 100
"glasso" 1 "ED" 23 200 50 100
"glasso" 1 "TP" 47 200 50 100
"glasso" 1 "FP" 26 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.643835616438356 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.800263354237211 200 50 100
"glasso" 1 "FDR" 0.356164383561644 200 50 100
"glasso" 1 "FPR" 0.00530287579033245 200 50 100
"glasso" 1 "F1" 0.783333333333333 200 50 100
"glasso" 1 "JI" 0.643835616438356 200 50 100
"glasso" 1 "ED" 26 200 50 100
"glasso" 1 "TP" 53 200 50 100
"glasso" 1 "FP" 20 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.726027397260274 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.850330644340533 200 50 100
"glasso" 1 "FDR" 0.273972602739726 200 50 100
"glasso" 1 "FPR" 0.00408413314274045 200 50 100
"glasso" 1 "F1" 0.841269841269841 200 50 100
"glasso" 1 "JI" 0.726027397260274 200 50 100
"glasso" 1 "ED" 20 200 50 100
"glasso" 1 "TP" 50 200 50 100
"glasso" 1 "FP" 23 200 50 100
"glasso" 1 "FN" 0 200 50 100
"glasso" 1 "TN" 4877 200 50 100
"glasso" 1 "Pre" 0.684931506849315 200 50 100
"glasso" 1 "TPR" 1 200 50 100
"glasso" 1 "MCC" 0.825661263609556 200 50 100
"glasso" 1 "FDR" 0.315068493150685 200 50 100
"glasso" 1 "FPR" 0.00469387755102041 200 50 100
"glasso" 1 "F1" 0.813008130081301 200 50 100
"glasso" 1 "JI" 0.684931506849315 200 50 100
"glasso" 1 "ED" 23 200 50 100
"glasso" 1 "TP" 50 200 50 100
