"Method" "Sim_round" "Metric" "Value" "N" "n" "p" "h"
"tvglasso" 1 "TP" 63 200 100 100 0.01
"tvglasso" 1 "FP" 8 200 100 100 0.01
"tvglasso" 1 "FN" 36 200 100 100 0.01
"tvglasso" 1 "TN" 4843 200 100 100 0.01
"tvglasso" 1 "Pre" 0.887323943661972 200 100 100 0.01
"tvglasso" 1 "TPR" 0.636363636363636 200 100 100 0.01
"tvglasso" 1 "MCC" 0.747338000040078 200 100 100 0.01
"tvglasso" 1 "FDR" 0.112676056338028 200 100 100 0.01
"tvglasso" 1 "FPR" 0.00164914450628736 200 100 100 0.01
"tvglasso" 1 "F1" 0.741176470588235 200 100 100 0.01
"tvglasso" 1 "JI" 0.588785046728972 200 100 100 0.01
"tvglasso" 1 "ED" 44 200 100 100 0.01
"tvglasso" 1 "TP" 75 200 100 100 0.01
"tvglasso" 1 "FP" 5 200 100 100 0.01
"tvglasso" 1 "FN" 24 200 100 100 0.01
"tvglasso" 1 "TN" 4846 200 100 100 0.01
"tvglasso" 1 "Pre" 0.9375 200 100 100 0.01
"tvglasso" 1 "TPR" 0.757575757575758 200 100 100 0.01
"tvglasso" 1 "MCC" 0.83995989411823 200 100 100 0.01
"tvglasso" 1 "FDR" 0.0625 200 100 100 0.01
"tvglasso" 1 "FPR" 0.0010307153164296 200 100 100 0.01
"tvglasso" 1 "F1" 0.837988826815642 200 100 100 0.01
"tvglasso" 1 "JI" 0.721153846153846 200 100 100 0.01
"tvglasso" 1 "ED" 29 200 100 100 0.01
"tvglasso" 1 "TP" 78 200 100 100 0.01
"tvglasso" 1 "FP" 6 200 100 100 0.01
"tvglasso" 1 "FN" 21 200 100 100 0.01
"tvglasso" 1 "TN" 4845 200 100 100 0.01
"tvglasso" 1 "Pre" 0.928571428571429 200 100 100 0.01
"tvglasso" 1 "TPR" 0.787878787878788 200 100 100 0.01
"tvglasso" 1 "MCC" 0.852677161293691 200 100 100 0.01
"tvglasso" 1 "FDR" 0.0714285714285714 200 100 100 0.01
"tvglasso" 1 "FPR" 0.00123685837971552 200 100 100 0.01
"tvglasso" 1 "F1" 0.852459016393443 200 100 100 0.01
