"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 27 200 10 100
"glasso" 1 "FP" 1172 200 10 100
"glasso" 1 "FN" 81 200 10 100
"glasso" 1 "TN" 3720 200 10 100
"glasso" 1 "Pre" 0.0225187656380317 200 10 100
"glasso" 1 "TPR" 0.25 200 10 100
"glasso" 1 "MCC" 0.00354960725458795 200 10 100
"glasso" 1 "FDR" 0.977481234361968 200 10 100
"glasso" 1 "FPR" 0.239574816026165 200 10 100
"glasso" 1 "F1" 0.0413159908186687 200 10 100
"glasso" 1 "TP" 30 200 10 100
"glasso" 1 "FP" 1214 200 10 100
"glasso" 1 "FN" 87 200 10 100
"glasso" 1 "TN" 3669 200 10 100
"glasso" 1 "Pre" 0.0241157556270096 200 10 100
"glasso" 1 "TPR" 0.256410256410256 200 10 100
"glasso" 1 "MCC" 0.00272487058470001 200 10 100
"glasso" 1 "FDR" 0.97588424437299 200 10 100
"glasso" 1 "FPR" 0.248617653082122 200 10 100
"glasso" 1 "F1" 0.0440852314474651 200 10 100
"glasso" 1 "TP" 21 200 10 100
"glasso" 1 "FP" 1217 200 10 100
"glasso" 1 "FN" 90 200 10 100
"glasso" 1 "TN" 3672 200 10 100
"glasso" 1 "Pre" 0.0169628432956381 200 10 100
"glasso" 1 "TPR" 0.189189189189189 200 10 100
"glasso" 1 "MCC" -0.0203913036553146 200 10 100
"glasso" 1 "FDR" 0.983037156704362 200 10 100
"glasso" 1 "FPR" 0.248926160769073 200 10 100
"glasso" 1 "F1" 0.0311341734618236 200 10 100
"glasso" 1 "TP" 28 200 10 100
"glasso" 1 "FP" 1208 200 10 100
"glasso" 1 "FN" 87 200 10 100
"glasso" 1 "TN" 3677 200 10 100
"glasso" 1 "Pre" 0.0226537216828479 200 10 100
"glasso" 1 "TPR" 0.243478260869565 200 10 100
"glasso" 1 "MCC" -0.00132372730222801 200 10 100
"glasso" 1 "FDR" 0.977346278317152 200 10 100
"glasso" 1 "FPR" 0.247287615148414 200 10 100
"glasso" 1 "F1" 0.0414507772020725 200 10 100
"glasso" 1 "TP" 23 200 10 100
"glasso" 1 "FP" 1204 200 10 100
"glasso" 1 "FN" 90 200 10 100
"glasso" 1 "TN" 3683 200 10 100
"glasso" 1 "Pre" 0.0187449062754686 200 10 100
"glasso" 1 "TPR" 0.20353982300885 200 10 100
"glasso" 1 "MCC" -0.014791881973516 200 10 100
"glasso" 1 "FDR" 0.981255093724531 200 10 100
"glasso" 1 "FPR" 0.246367914876202 200 10 100
"glasso" 1 "F1" 0.0343283582089552 200 10 100
"glasso" 1 "TP" 24 200 10 100
"glasso" 1 "FP" 1206 200 10 100
"glasso" 1 "FN" 87 200 10 100
"glasso" 1 "TN" 3683 200 10 100
"glasso" 1 "Pre" 0.0195121951219512 200 10 100
"glasso" 1 "TPR" 0.216216216216216 200 10 100
"glasso" 1 "MCC" -0.010420249427799 200 10 100
"glasso" 1 "FDR" 0.980487804878049 200 10 100
"glasso" 1 "FPR" 0.246676211904275 200 10 100
"glasso" 1 "F1" 0.0357941834451902 200 10 100
"glasso" 1 "TP" 25 200 10 100
"glasso" 1 "FP" 1201 200 10 100
"glasso" 1 "FN" 84 200 10 100
"glasso" 1 "TN" 3690 200 10 100
"glasso" 1 "Pre" 0.0203915171288744 200 10 100
"glasso" 1 "TPR" 0.229357798165138 200 10 100
"glasso" 1 "MCC" -0.00549735497266347 200 10 100
"glasso" 1 "FDR" 0.979608482871126 200 10 100
"glasso" 1 "FPR" 0.245553056634635 200 10 100
"glasso" 1 "F1" 0.0374531835205993 200 10 100
"glasso" 1 "TP" 21 200 10 100
"glasso" 1 "FP" 1200 200 10 100
"glasso" 1 "FN" 88 200 10 100
"glasso" 1 "TN" 3691 200 10 100
"glasso" 1 "Pre" 0.0171990171990172 200 10 100
"glasso" 1 "TPR" 0.192660550458716 200 10 100
"glasso" 1 "MCC" -0.0179092714790402 200 10 100
"glasso" 1 "FDR" 0.982800982800983 200 10 100
"glasso" 1 "FPR" 0.245348599468411 200 10 100
"glasso" 1 "F1" 0.0315789473684211 200 10 100
"glasso" 1 "TP" 24 200 10 100
"glasso" 1 "FP" 1192 200 10 100
"glasso" 1 "FN" 80 200 10 100
"glasso" 1 "TN" 3704 200 10 100
"glasso" 1 "Pre" 0.0197368421052632 200 10 100
"glasso" 1 "TPR" 0.230769230769231 200 10 100
"glasso" 1 "MCC" -0.00422300525854856 200 10 100
"glasso" 1 "FDR" 0.980263157894737 200 10 100
"glasso" 1 "FPR" 0.243464052287582 200 10 100
"glasso" 1 "F1" 0.0363636363636364 200 10 100
"glasso" 1 "TP" 21 200 10 100
"glasso" 1 "FP" 1216 200 10 100
"glasso" 1 "FN" 90 200 10 100
"glasso" 1 "TN" 3673 200 10 100
"glasso" 1 "Pre" 0.0169765561843169 200 10 100
"glasso" 1 "TPR" 0.189189189189189 200 10 100
"glasso" 1 "MCC" -0.020326994267052 200 10 100
"glasso" 1 "FDR" 0.983023443815683 200 10 100
"glasso" 1 "FPR" 0.248721619963183 200 10 100
"glasso" 1 "F1" 0.0311572700296736 200 10 100
"glasso" 1 "TP" 24 200 10 100
"glasso" 1 "FP" 1180 200 10 100
"glasso" 1 "FN" 81 200 10 100
"glasso" 1 "TN" 3715 200 10 100
"glasso" 1 "Pre" 0.0199335548172757 200 10 100
"glasso" 1 "TPR" 0.228571428571429 200 10 100
"glasso" 1 "MCC" -0.0041887812910696 200 10 100
"glasso" 1 "FDR" 0.980066445182724 200 10 100
"glasso" 1 "FPR" 0.241062308478039 200 10 100
