"Method" "Sim_round" "Metric" "Value" "N" "n" "p"
"glasso" 1 "TP" 51 200 10 100
"glasso" 1 "FP" 1150 200 10 100
"glasso" 1 "FN" 96 200 10 100
"glasso" 1 "TN" 3703 200 10 100
"glasso" 1 "Pre" 0.0424646128226478 200 10 100
"glasso" 1 "TPR" 0.346938775510204 200 10 100
"glasso" 1 "MCC" 0.0434850117654086 200 10 100
"glasso" 1 "FDR" 0.957535387177352 200 10 100
"glasso" 1 "FPR" 0.23696682464455 200 10 100
"glasso" 1 "F1" 0.0756676557863502 200 10 100
"glasso" 1 "TP" 60 200 10 100
"glasso" 1 "FP" 1133 200 10 100
"glasso" 1 "FN" 89 200 10 100
"glasso" 1 "TN" 3718 200 10 100
"glasso" 1 "Pre" 0.0502933780385583 200 10 100
"glasso" 1 "TPR" 0.402684563758389 200 10 100
"glasso" 1 "MCC" 0.0674688903969157 200 10 100
"glasso" 1 "FDR" 0.949706621961442 200 10 100
"glasso" 1 "FPR" 0.233560090702948 200 10 100
"glasso" 1 "F1" 0.0894187779433681 200 10 100
"glasso" 1 "TP" 66 200 10 100
"glasso" 1 "FP" 1150 200 10 100
"glasso" 1 "FN" 81 200 10 100
"glasso" 1 "TN" 3703 200 10 100
"glasso" 1 "Pre" 0.0542763157894737 200 10 100
"glasso" 1 "TPR" 0.448979591836735 200 10 100
"glasso" 1 "MCC" 0.0834801990998192 200 10 100
"glasso" 1 "FDR" 0.945723684210526 200 10 100
"glasso" 1 "FPR" 0.23696682464455 200 10 100
"glasso" 1 "F1" 0.0968451944240646 200 10 100
"glasso" 1 "TP" 66 200 10 100
"glasso" 1 "FP" 1110 200 10 100
"glasso" 1 "FN" 83 200 10 100
"glasso" 1 "TN" 3741 200 10 100
"glasso" 1 "Pre" 0.0561224489795918 200 10 100
"glasso" 1 "TPR" 0.442953020134228 200 10 100
"glasso" 1 "MCC" 0.0858484077193351 200 10 100
"glasso" 1 "FDR" 0.943877551020408 200 10 100
"glasso" 1 "FPR" 0.228818800247372 200 10 100
"glasso" 1 "F1" 0.099622641509434 200 10 100
"glasso" 1 "TP" 59 200 10 100
"glasso" 1 "FP" 1151 200 10 100
"glasso" 1 "FN" 88 200 10 100
"glasso" 1 "TN" 3702 200 10 100
"glasso" 1 "Pre" 0.0487603305785124 200 10 100
"glasso" 1 "TPR" 0.401360544217687 200 10 100
"glasso" 1 "MCC" 0.0647577931340847 200 10 100
"glasso" 1 "FDR" 0.951239669421488 200 10 100
"glasso" 1 "FPR" 0.237172882752936 200 10 100
"glasso" 1 "F1" 0.0869565217391304 200 10 100
"glasso" 1 "TP" 49 200 10 100
"glasso" 1 "FP" 1155 200 10 100
"glasso" 1 "FN" 100 200 10 100
"glasso" 1 "TN" 3696 200 10 100
"glasso" 1 "Pre" 0.0406976744186047 200 10 100
"glasso" 1 "TPR" 0.328859060402685 200 10 100
"glasso" 1 "MCC" 0.0360948468196198 200 10 100
"glasso" 1 "FDR" 0.959302325581395 200 10 100
"glasso" 1 "FPR" 0.238095238095238 200 10 100
"glasso" 1 "F1" 0.0724316334072432 200 10 100
"glasso" 1 "TP" 61 200 10 100
"glasso" 1 "FP" 1153 200 10 100
"glasso" 1 "FN" 86 200 10 100
"glasso" 1 "TN" 3700 200 10 100
"glasso" 1 "Pre" 0.0502471169686985 200 10 100
"glasso" 1 "TPR" 0.414965986394558 200 10 100
"glasso" 1 "MCC" 0.0698829505206155 200 10 100
"glasso" 1 "FDR" 0.949752883031301 200 10 100
"glasso" 1 "FPR" 0.237584998969709 200 10 100
"glasso" 1 "F1" 0.0896399706098457 200 10 100
"glasso" 1 "TP" 54 200 10 100
